"","Terms","Counts","GeneRatio","BgRatio","pValue","FDR","foldEnrichment","geneID","geneSymbol","Category"
"112","GO:0032535~regulation of cellular component size",5,"5/65","370/18669",0.00930118371875711,0.13064259375569,3.88128898128898,"ENSG00000065320/ENSG00000117020/ENSG00000129682/ENSG00000163171/ENSG00000198910","NTN1/AKT3/FGF13/CDC42EP3/L1CAM","GO_BP"
"113","GO:0009187~cyclic nucleotide metabolic process",2,"2/65","42/18669",0.00939580880669441,0.13064259375569,13.6769230769231,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"114","GO:0014904~myotube cell development",2,"2/65","42/18669",0.00939580880669441,0.13064259375569,13.6769230769231,"ENSG00000111913/ENSG00000105971","RIPOR2/CAV2","GO_BP"
"115","GO:0070296~sarcoplasmic reticulum calcium ion transport",2,"2/65","42/18669",0.00939580880669441,0.13064259375569,13.6769230769231,"ENSG00000113448/ENSG00000198947","PDE4D/DMD","GO_BP"
"116","GO:0009154~purine ribonucleotide catabolic process",2,"2/65","45/18669",0.0107315146345076,0.146664033338271,12.7651282051282,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"117","GO:0046839~phospholipid dephosphorylation",2,"2/65","45/18669",0.0107315146345076,0.146664033338271,12.7651282051282,"ENSG00000162407/ENSG00000126821","PLPP3/SGPP1","GO_BP"
"118","GO:0007188~adenylate cyclase-modulating G protein-coupled receptor signaling pathway",4,"4/65","249/18669",0.0110772373659508,0.149619286128951,4.61390176088971,"ENSG00000113448/ENSG00000198121/ENSG00000117114/ENSG00000184588","PDE4D/LPAR1/ADGRL2/PDE4B","GO_BP"
"119","GO:0006904~vesicle docking involved in exocytosis",2,"2/65","46/18669",0.0111943341864997,0.149619286128951,12.4876254180602,"ENSG00000206418/ENSG00000166128","RAB12/RAB8B","GO_BP"
"120","GO:0060047~heart contraction",4,"4/65","250/18669",0.0112284642498275,0.149619286128951,4.59544615384615,"ENSG00000113448/ENSG00000198947/ENSG00000129682/ENSG00000184588","PDE4D/DMD/FGF13/PDE4B","GO_BP"
"121","GO:0060711~labyrinthine layer development",2,"2/65","47/18669",0.0116658381460107,0.154162604921248,12.2219312602291,"ENSG00000066468/ENSG00000084676","FGFR2/NCOA1","GO_BP"
"122","GO:0001701~in utero embryonic development",5,"5/65","394/18669",0.0119733570313767,0.155653641407897,3.64486528699727,"ENSG00000066468/ENSG00000084676/ENSG00000057657/ENSG00000150457/ENSG00000129173","FGFR2/NCOA1/PRDM1/LATS2/E2F8","GO_BP"
"123","GO:1904062~regulation of cation transmembrane transport",5,"5/65","394/18669",0.0119733570313767,0.155653641407897,3.64486528699727,"ENSG00000113448/ENSG00000220205/ENSG00000198947/ENSG00000129682/ENSG00000184588","PDE4D/VAMP2/DMD/FGF13/PDE4B","GO_BP"
"124","GO:0030879~mammary gland development",3,"3/65","138/18669",0.0123639498378536,0.15943512734458,6.2438127090301,"ENSG00000065320/ENSG00000113580/ENSG00000066468","NTN1/NR3C1/FGFR2","GO_BP"
"125","GO:0003015~heart process",4,"4/65","261/18669",0.0129806417849914,0.163956652956287,4.40176834659593,"ENSG00000113448/ENSG00000198947/ENSG00000129682/ENSG00000184588","PDE4D/DMD/FGF13/PDE4B","GO_BP"
"126","GO:0090090~negative regulation of canonical Wnt signaling pathway",3,"3/65","141/18669",0.0130975289121806,0.163956652956287,6.11096563011457,"ENSG00000150457/ENSG00000150907/ENSG00000106829","LATS2/FOXO1/TLE4","GO_BP"
"127","GO:0006195~purine nucleotide catabolic process",2,"2/65","50/18669",0.0131318167019884,0.163956652956287,11.4886153846154,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"128","GO:1901385~regulation of voltage-gated calcium channel activity",2,"2/65","50/18669",0.0131318167019884,0.163956652956287,11.4886153846154,"ENSG00000198947/ENSG00000184588","DMD/PDE4B","GO_BP"
"129","GO:1903522~regulation of blood circulation",4,"4/65","263/18669",0.0133169324990332,0.163956652956287,4.36829482304768,"ENSG00000113448/ENSG00000198947/ENSG00000129682/ENSG00000184588","PDE4D/DMD/FGF13/PDE4B","GO_BP"
"130","GO:0010977~negative regulation of neuron projection development",3,"3/65","142/18669",0.0133474856900609,0.163956652956287,6.06793066088841,"ENSG00000065320/ENSG00000198121/ENSG00000129682","NTN1/LPAR1/FGF13","GO_BP"
"131","GO:0009261~ribonucleotide catabolic process",2,"2/65","51/18669",0.0136374201645942,0.163956652956287,11.2633484162896,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"132","GO:0032873~negative regulation of stress-activated MAPK cascade",2,"2/65","51/18669",0.0136374201645942,0.163956652956287,11.2633484162896,"ENSG00000162999/ENSG00000150907","DUSP19/FOXO1","GO_BP"
"133","GO:0070303~negative regulation of stress-activated protein kinase signaling cascade",2,"2/65","51/18669",0.0136374201645942,0.163956652956287,11.2633484162896,"ENSG00000162999/ENSG00000150907","DUSP19/FOXO1","GO_BP"
"134","GO:0030177~positive regulation of Wnt signaling pathway",3,"3/65","144/18669",0.013855570503183,0.165336248019325,5.98365384615385,"ENSG00000122707/ENSG00000066468/ENSG00000169554","RECK/FGFR2/ZEB2","GO_BP"
"135","GO:0051489~regulation of filopodium assembly",2,"2/65","52/18669",0.0141513906068343,0.167594222611194,11.0467455621302,"ENSG00000111913/ENSG00000119729","RIPOR2/RHOQ","GO_BP"
"136","GO:0051924~regulation of calcium ion transport",4,"4/65","269/18669",0.0143590946446949,0.167594222611194,4.27086073777524,"ENSG00000113448/ENSG00000198947/ENSG00000065534/ENSG00000184588","PDE4D/DMD/MYLK/PDE4B","GO_BP"
"137","GO:0017015~regulation of transforming growth factor beta receptor signaling pathway",3,"3/65","147/18669",0.0146381850567096,0.167594222611194,5.86153846153846,"ENSG00000169554/ENSG00000105971/ENSG00000150457","ZEB2/CAV2/LATS2","GO_BP"
"138","GO:0006111~regulation of gluconeogenesis",2,"2/65","53/18669",0.0146736655194291,0.167594222611194,10.8383164005806,"ENSG00000113580/ENSG00000150907","NR3C1/FOXO1","GO_BP"
"139","GO:0019933~cAMP-mediated signaling",2,"2/65","53/18669",0.0146736655194291,0.167594222611194,10.8383164005806,"ENSG00000113448/ENSG00000198121","PDE4D/LPAR1","GO_BP"
"140","GO:0051452~intracellular pH reduction",2,"2/65","53/18669",0.0146736655194291,0.167594222611194,10.8383164005806,"ENSG00000172869/ENSG00000104267","DMXL1/CA2","GO_BP"
"141","GO:0090596~sensory organ morphogenesis",4,"4/65","272/18669",0.0148990839654425,0.168961952203848,4.2237556561086,"ENSG00000065320/ENSG00000143995/ENSG00000066468/ENSG00000057657","NTN1/MEIS1/FGFR2/PRDM1","GO_BP"
"142","GO:0061351~neural precursor cell proliferation",3,"3/65","149/18669",0.01517362903972,0.17086361151065,5.78286009292721,"ENSG00000066468/ENSG00000129682/ENSG00000150907","FGFR2/FGF13/FOXO1","GO_BP"
"143","GO:1903844~regulation of cellular response to transforming growth factor beta stimulus",3,"3/65","150/18669",0.0154454714627037,0.172708453628414,5.74430769230769,"ENSG00000169554/ENSG00000105971/ENSG00000150457","ZEB2/CAV2/LATS2","GO_BP"
"144","GO:0060537~muscle tissue development",5,"5/65","422/18669",0.0157028933479889,0.173605969956326,3.40302588406854,"ENSG00000198947/ENSG00000066468/ENSG00000065534/ENSG00000111913/ENSG00000105971","DMD/FGFR2/MYLK/RIPOR2/CAV2","GO_BP"
"145","GO:0010518~positive regulation of phospholipase activity",2,"2/65","55/18669",0.0157428803274967,0.173605969956326,10.4441958041958,"ENSG00000198121/ENSG00000066468","LPAR1/FGFR2","GO_BP"
"146","GO:0051438~regulation of ubiquitin-protein transferase activity",2,"2/65","56/18669",0.0162896968090614,0.177192008147545,10.2576923076923,"ENSG00000101255/ENSG00000137692","TRIB3/DCUN1D5","GO_BP"
"147","GO:0072523~purine-containing compound catabolic process",2,"2/65","56/18669",0.0162896968090614,0.177192008147545,10.2576923076923,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"148","GO:0048284~organelle fusion",3,"3/65","154/18669",0.0165603816249858,0.17891925823211,5.5951048951049,"ENSG00000220205/ENSG00000105971/ENSG00000166128","VAMP2/CAV2/RAB8B","GO_BP"
"149","GO:0045165~cell fate commitment",4,"4/65","282/18669",0.0167915331085872,0.179578446731123,4.07397708674304,"ENSG00000066468/ENSG00000129682/ENSG00000057657/ENSG00000150457","FGFR2/FGF13/PRDM1/LATS2","GO_BP"
"150","GO:0010675~regulation of cellular carbohydrate metabolic process",3,"3/65","155/18669",0.0168460081361279,0.179578446731123,5.55900744416873,"ENSG00000119938/ENSG00000113580/ENSG00000150907","PPP1R3C/NR3C1/FOXO1","GO_BP"
"151","GO:0050770~regulation of axonogenesis",3,"3/65","156/18669",0.0171343993127952,0.181443076166619,5.52337278106509,"ENSG00000065320/ENSG00000129682/ENSG00000198910","NTN1/FGF13/L1CAM","GO_BP"
"152","GO:2000649~regulation of sodium ion transmembrane transporter activity",2,"2/65","59/18669",0.017978248754343,0.189126445777595,9.7361147327249,"ENSG00000198947/ENSG00000129682","DMD/FGF13","GO_BP"
"153","GO:0045599~negative regulation of fat cell differentiation",2,"2/65","60/18669",0.0185569315743612,0.193938128022245,9.57384615384615,"ENSG00000101255/ENSG00000150907","TRIB3/FOXO1","GO_BP"
"154","GO:0007519~skeletal muscle tissue development",3,"3/65","164/18669",0.0195413070501114,0.202311272962964,5.25393996247655,"ENSG00000198947/ENSG00000111913/ENSG00000105971","DMD/RIPOR2/CAV2","GO_BP"
"155","GO:0042886~amide transport",4,"4/65","296/18669",0.0196848794933752,0.202311272962964,3.88128898128898,"ENSG00000104267/ENSG00000126821/ENSG00000166128/ENSG00000150907","CA2/SGPP1/RAB8B/FOXO1","GO_BP"
"156","GO:0035904~aorta development",2,"2/65","62/18669",0.0197376851671184,0.202311272962964,9.26501240694789,"ENSG00000065534/ENSG00000057657","MYLK/PRDM1","GO_BP"
"157","GO:0097193~intrinsic apoptotic signaling pathway",4,"4/65","298/18669",0.0201218579939356,0.203269246530454,3.85524006195147,"ENSG00000126821/ENSG00000101255/ENSG00000152409/ENSG00000119969","SGPP1/TRIB3/JMY/HELLS","GO_BP"
"158","GO:0048568~embryonic organ development",5,"5/65","451/18669",0.0203152837800886,0.203269246530454,3.18420603786457,"ENSG00000065320/ENSG00000066468/ENSG00000084676/ENSG00000057657/ENSG00000129173","NTN1/FGFR2/NCOA1/PRDM1/E2F8","GO_BP"
"159","GO:0032623~interleukin-2 production",2,"2/65","63/18669",0.0203396369261242,0.203269246530454,9.11794871794872,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"160","GO:0032663~regulation of interleukin-2 production",2,"2/65","63/18669",0.0203396369261242,0.203269246530454,9.11794871794872,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"161","GO:0048639~positive regulation of developmental growth",3,"3/65","169/18669",0.021135947324024,0.209915402305058,5.09849795175239,"ENSG00000065320/ENSG00000066468/ENSG00000198910","NTN1/FGFR2/L1CAM","GO_BP"
"162","GO:0050771~negative regulation of axonogenesis",2,"2/65","65/18669",0.0215663951474621,0.212868307659209,8.83739644970414,"ENSG00000065320/ENSG00000129682","NTN1/FGF13","GO_BP"
"163","GO:0010517~regulation of phospholipase activity",2,"2/65","66/18669",0.0221910844402246,0.21636307329219,8.7034965034965,"ENSG00000198121/ENSG00000066468","LPAR1/FGFR2","GO_BP"
"164","GO:0033059~cellular pigmentation",2,"2/65","66/18669",0.0221910844402246,0.21636307329219,8.7034965034965,"ENSG00000169554/ENSG00000143669","ZEB2/LYST","GO_BP"
"165","GO:0030178~negative regulation of Wnt signaling pathway",3,"3/65","174/18669",0.0228002232568413,0.219845510613644,4.95198938992043,"ENSG00000150457/ENSG00000150907/ENSG00000106829","LATS2/FOXO1/TLE4","GO_BP"
"166","GO:0007405~neuroblast proliferation",2,"2/65","67/18669",0.0228232362488211,0.219845510613644,8.5735935706085,"ENSG00000066468/ENSG00000129682","FGFR2/FGF13","GO_BP"
"167","GO:0022604~regulation of cell morphogenesis",4,"4/65","312/18669",0.0233491628993776,0.220597160577623,3.68224852071006,"ENSG00000198121/ENSG00000082397/ENSG00000163171/ENSG00000119729","LPAR1/EPB41L3/CDC42EP3/RHOQ","GO_BP"
"168","GO:0060193~positive regulation of lipase activity",2,"2/65","68/18669",0.023462792747659,0.220597160577623,8.4475113122172,"ENSG00000198121/ENSG00000066468","LPAR1/FGFR2","GO_BP"
"169","GO:1902305~regulation of sodium ion transmembrane transport",2,"2/65","68/18669",0.023462792747659,0.220597160577623,8.4475113122172,"ENSG00000198947/ENSG00000129682","DMD/FGF13","GO_BP"
"170","GO:0060538~skeletal muscle organ development",3,"3/65","176/18669",0.0234854445118169,0.220597160577623,4.89571678321678,"ENSG00000198947/ENSG00000111913/ENSG00000105971","DMD/RIPOR2/CAV2","GO_BP"
"171","GO:0018105~peptidyl-serine phosphorylation",4,"4/65","313/18669",0.0235910659529541,0.220597160577623,3.67048414843942,"ENSG00000113448/ENSG00000198947/ENSG00000117020/ENSG00000150457","PDE4D/DMD/AKT3/LATS2","GO_BP"
"172","GO:1901136~carbohydrate derivative catabolic process",3,"3/65","177/18669",0.0238322364257047,0.221556663050592,4.86805736636245,"ENSG00000113448/ENSG00000184588/ENSG00000072571","PDE4D/PDE4B/HMMR","GO_BP"
"173","GO:0061025~membrane fusion",3,"3/65","178/18669",0.0241818156631238,0.223507070782283,4.84070872947277,"ENSG00000220205/ENSG00000105971/ENSG00000166128","VAMP2/CAV2/RAB8B","GO_BP"
"174","GO:0060326~cell chemotaxis",4,"4/65","317/18669",0.0245739920845632,0.225826513466762,3.62416889104586,"ENSG00000198121/ENSG00000111913/ENSG00000143669/ENSG00000184588","LPAR1/RIPOR2/LYST/PDE4B","GO_BP"
"175","GO:0061077~chaperone-mediated protein folding",2,"2/65","71/18669",0.0254253166402762,0.232314750330295,8.09057421451788,"ENSG00000163468/ENSG00000120694","CCT3/HSPH1","GO_BP"
"176","GO:0046847~filopodium assembly",2,"2/65","72/18669",0.0260939196488811,0.237069190446368,7.97820512820513,"ENSG00000111913/ENSG00000119729","RIPOR2/RHOQ","GO_BP"
"177","GO:0090087~regulation of peptide transport",3,"3/65","184/18669",0.0263378015307112,0.237134205174124,4.68285953177258,"ENSG00000104267/ENSG00000166128/ENSG00000150907","CA2/RAB8B/FOXO1","GO_BP"
"178","GO:0002040~sprouting angiogenesis",3,"3/65","185/18669",0.0267068781633658,0.237134205174124,4.65754677754678,"ENSG00000122707/ENSG00000117020/ENSG00000129173","RECK/AKT3/E2F8","GO_BP"
"179","GO:0008333~endosome to lysosome transport",2,"2/65","73/18669",0.0267696427116095,0.237134205174124,7.86891464699684,"ENSG00000206418/ENSG00000143669","RAB12/LYST","GO_BP"
"180","GO:0060415~muscle tissue morphogenesis",2,"2/65","73/18669",0.0267696427116095,0.237134205174124,7.86891464699684,"ENSG00000066468/ENSG00000065534","FGFR2/MYLK","GO_BP"
"181","GO:0000910~cytokinesis",3,"3/65","186/18669",0.0270787369144733,0.237134205174124,4.63250620347395,"ENSG00000011426/ENSG00000079335/ENSG00000129173","ANLN/CDC14A/E2F8","GO_BP"
"182","GO:0006109~regulation of carbohydrate metabolic process",3,"3/65","186/18669",0.0270787369144733,0.237134205174124,4.63250620347395,"ENSG00000119938/ENSG00000113580/ENSG00000150907","PPP1R3C/NR3C1/FOXO1","GO_BP"
"183","GO:0140014~mitotic nuclear division",4,"4/65","327/18669",0.0271391867084832,0.237134205174124,3.51333803810868,"ENSG00000011426/ENSG00000079335/ENSG00000105971/ENSG00000099901","ANLN/CDC14A/CAV2/RANBP1","GO_BP"
"184","GO:0030308~negative regulation of cell growth",3,"3/65","188/18669",0.0278307962351611,0.23754120648818,4.58322422258593,"ENSG00000065320/ENSG00000129682/ENSG00000179833","NTN1/FGF13/SERTAD2","GO_BP"
"185","GO:0003281~ventricular septum development",2,"2/65","75/18669",0.0281422251399608,0.23754120648818,7.65907692307692,"ENSG00000066468/ENSG00000057657","FGFR2/PRDM1","GO_BP"
"186","GO:0009880~embryonic pattern specification",2,"2/65","75/18669",0.0281422251399608,0.23754120648818,7.65907692307692,"ENSG00000143995/ENSG00000066468","MEIS1/FGFR2","GO_BP"
"187","GO:1903169~regulation of calcium ion transmembrane transport",3,"3/65","189/18669",0.0282109942900064,0.23754120648818,4.55897435897436,"ENSG00000113448/ENSG00000198947/ENSG00000184588","PDE4D/DMD/PDE4B","GO_BP"
"188","GO:0001667~ameboidal-type cell migration",5,"5/65","492/18669",0.0282367913499133,0.23754120648818,2.91885553470919,"ENSG00000169554/ENSG00000162407/ENSG00000079308/ENSG00000117020/ENSG00000011426","ZEB2/PLPP3/TNS1/AKT3/ANLN","GO_BP"
"189","GO:0018209~peptidyl-serine modification",4,"4/65","332/18669",0.0284799994647244,0.23754120648818,3.46042632066728,"ENSG00000113448/ENSG00000198947/ENSG00000117020/ENSG00000150457","PDE4D/DMD/AKT3/LATS2","GO_BP"
"190","GO:0051302~regulation of cell division",3,"3/65","190/18669",0.028593969435651,0.23754120648818,4.53497975708502,"ENSG00000066468/ENSG00000079335/ENSG00000129173","FGFR2/CDC14A/E2F8","GO_BP"
"191","GO:0032729~positive regulation of interferon-gamma production",2,"2/65","76/18669",0.0288389733076887,0.23754120648818,7.5582995951417,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"192","GO:0055001~muscle cell development",3,"3/65","191/18669",0.0289797201725122,0.23754120648818,4.51123640757149,"ENSG00000198947/ENSG00000111913/ENSG00000105971","DMD/RIPOR2/CAV2","GO_BP"
"193","GO:0009755~hormone-mediated signaling pathway",3,"3/65","193/18669",0.0297595419460864,0.23754120648818,4.46448784376246,"ENSG00000113580/ENSG00000084676/ENSG00000150457","NR3C1/NCOA1/LATS2","GO_BP"
"194","GO:0031345~negative regulation of cell projection organization",3,"3/65","193/18669",0.0297595419460864,0.23754120648818,4.46448784376246,"ENSG00000065320/ENSG00000198121/ENSG00000129682","NTN1/LPAR1/FGF13","GO_BP"
"195","GO:0044089~positive regulation of cellular component biogenesis",5,"5/65","499/18669",0.02976090792376,0.23754120648818,2.87790966548482,"ENSG00000198121/ENSG00000111913/ENSG00000011426/ENSG00000163171/ENSG00000119729","LPAR1/RIPOR2/ANLN/CDC42EP3/RHOQ","GO_BP"
"196","GO:0009166~nucleotide catabolic process",2,"2/65","78/18669",0.0302531077373114,0.23754120648818,7.36449704142012,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"197","GO:0010827~regulation of glucose transmembrane transport",2,"2/65","78/18669",0.0302531077373114,0.23754120648818,7.36449704142012,"ENSG00000101255/ENSG00000119729","TRIB3/RHOQ","GO_BP"
"198","GO:0050772~positive regulation of axonogenesis",2,"2/65","78/18669",0.0302531077373114,0.23754120648818,7.36449704142012,"ENSG00000065320/ENSG00000198910","NTN1/L1CAM","GO_BP"
"199","GO:0086001~cardiac muscle cell action potential",2,"2/65","79/18669",0.0309703845412884,0.23754120648818,7.27127555988315,"ENSG00000198947/ENSG00000129682","DMD/FGF13","GO_BP"
"200","GO:0048644~muscle organ morphogenesis",2,"2/65","80/18669",0.0316943952448892,0.23754120648818,7.18038461538462,"ENSG00000066468/ENSG00000065534","FGFR2/MYLK","GO_BP"
"201","GO:0014855~striated muscle cell proliferation",2,"2/65","81/18669",0.0324250858354132,0.23754120648818,7.09173789173789,"ENSG00000066468/ENSG00000105971","FGFR2/CAV2","GO_BP"
"202","GO:0051279~regulation of release of sequestered calcium ion into cytosol",2,"2/65","82/18669",0.0331624025843547,0.23754120648818,7.00525328330206,"ENSG00000113448/ENSG00000198947","PDE4D/DMD","GO_BP"
"203","GO:0001763~morphogenesis of a branching structure",3,"3/65","203/18669",0.0338245518773482,0.23754120648818,4.24456233421751,"ENSG00000066468/ENSG00000129682/ENSG00000057657","FGFR2/FGF13/PRDM1","GO_BP"
"204","GO:0006094~gluconeogenesis",2,"2/65","83/18669",0.0339062920461291,0.23754120648818,6.92085264133457,"ENSG00000113580/ENSG00000150907","NR3C1/FOXO1","GO_BP"
"205","GO:0001765~membrane raft assembly",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000105971","CAV2","GO_BP"
"206","GO:0001865~NK T cell differentiation",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000057657","PRDM1","GO_BP"
"207","GO:0048023~positive regulation of melanin biosynthetic process",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000169554","ZEB2","GO_BP"
"208","GO:0048671~negative regulation of collateral sprouting",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000129682","FGF13","GO_BP"
"209","GO:0060502~epithelial cell proliferation involved in lung morphogenesis",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000066468","FGFR2","GO_BP"
"210","GO:0060525~prostate glandular acinus development",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000066468","FGFR2","GO_BP"
"211","GO:0060856~establishment of blood-brain barrier",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000122707","RECK","GO_BP"
"212","GO:0071476~cellular hypotonic response",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000065534","MYLK","GO_BP"
"213","GO:0071600~otic vesicle morphogenesis",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000066468","FGFR2","GO_BP"
"214","GO:0071838~cell proliferation in bone marrow",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000066468","FGFR2","GO_BP"
"215","GO:1900378~positive regulation of secondary metabolite biosynthetic process",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000169554","ZEB2","GO_BP"
"216","GO:1904851~positive regulation of establishment of protein localization to telomere",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000163468","CCT3","GO_BP"
"217","GO:1905150~regulation of voltage-gated sodium channel activity",1,"1/65","10/18669",0.0342847432316608,0.23754120648818,28.7215384615385,"ENSG00000129682","FGF13","GO_BP"
"218","GO:0008589~regulation of smoothened signaling pathway",2,"2/65","84/18669",0.0346567010568041,0.23754120648818,6.83846153846154,"ENSG00000066468/ENSG00000162062","FGFR2/TEDC2","GO_BP"
"219","GO:0140029~exocytic process",2,"2/65","84/18669",0.0346567010568041,0.23754120648818,6.83846153846154,"ENSG00000206418/ENSG00000166128","RAB12/RAB8B","GO_BP"
"220","GO:0016311~dephosphorylation",4,"4/65","354/18669",0.0348459257203263,0.23754120648818,3.24537157757497,"ENSG00000162407/ENSG00000126821/ENSG00000079335/ENSG00000162999","PLPP3/SGPP1/CDC14A/DUSP19","GO_BP"
"221","GO:0019935~cyclic-nucleotide-mediated signaling",2,"2/65","85/18669",0.0354135767328355,0.23754120648818,6.75800904977376,"ENSG00000113448/ENSG00000198121","PDE4D/LPAR1","GO_BP"
"222","GO:0019319~hexose biosynthetic process",2,"2/65","86/18669",0.0361768664698091,0.23754120648818,6.67942754919499,"ENSG00000113580/ENSG00000150907","NR3C1/FOXO1","GO_BP"
"223","GO:0051453~regulation of intracellular pH",2,"2/65","86/18669",0.0361768664698091,0.23754120648818,6.67942754919499,"ENSG00000172869/ENSG00000104267","DMXL1/CA2","GO_BP"
"224","GO:0045787~positive regulation of cell cycle",4,"4/65","360/18669",0.036714994997073,0.23754120648818,3.19128205128205,"ENSG00000066468/ENSG00000079335/ENSG00000099901/ENSG00000129173","FGFR2/CDC14A/RANBP1/E2F8","GO_BP"
"225","GO:0045732~positive regulation of protein catabolic process",3,"3/65","210/18669",0.036833678141444,0.23754120648818,4.10307692307692,"ENSG00000118564/ENSG00000101255/ENSG00000150907","FBXL5/TRIB3/FOXO1","GO_BP"
"226","GO:0055072~iron ion homeostasis",2,"2/65","87/18669",0.0369465179411872,0.23754120648818,6.6026525198939,"ENSG00000071967/ENSG00000118564","CYBRD1/FBXL5","GO_BP"
"227","GO:1901292~nucleoside phosphate catabolic process",2,"2/65","87/18669",0.0369465179411872,0.23754120648818,6.6026525198939,"ENSG00000113448/ENSG00000184588","PDE4D/PDE4B","GO_BP"
"228","GO:0019065~receptor-mediated endocytosis of virus by host cell",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000105971","CAV2","GO_BP"
"229","GO:0021860~pyramidal neuron development",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000066468","FGFR2","GO_BP"
"230","GO:0031943~regulation of glucocorticoid metabolic process",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000113580","NR3C1","GO_BP"
"231","GO:0032754~positive regulation of interleukin-5 production",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000113448","PDE4D","GO_BP"
"232","GO:0033212~iron import into cell",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000071967","CYBRD1","GO_BP"
"233","GO:0045793~positive regulation of cell size",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000117020","AKT3","GO_BP"
"234","GO:0051133~regulation of NK T cell activation",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000120694","HSPH1","GO_BP"
"235","GO:0060020~Bergmann glial cell differentiation",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000162407","PLPP3","GO_BP"
"236","GO:0060159~regulation of dopamine receptor signaling pathway",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000105971","CAV2","GO_BP"
"237","GO:0060174~limb bud formation",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000066468","FGFR2","GO_BP"
"238","GO:0060601~lateral sprouting from an epithelium",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000066468","FGFR2","GO_BP"
"239","GO:0060742~epithelial cell differentiation involved in prostate gland development",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000066468","FGFR2","GO_BP"
"240","GO:0070203~regulation of establishment of protein localization to telomere",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000163468","CCT3","GO_BP"
"241","GO:0071872~cellular response to epinephrine stimulus",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000184588","PDE4B","GO_BP"
"242","GO:1900363~regulation of mRNA polyadenylation",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000077312","SNRPA","GO_BP"
"243","GO:1901844~regulation of cell communication by electrical coupling involved in cardiac conduction",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000113448","PDE4D","GO_BP"
"244","GO:1904869~regulation of protein localization to Cajal body",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000163468","CCT3","GO_BP"
"245","GO:1904871~positive regulation of protein localization to Cajal body",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000163468","CCT3","GO_BP"
"246","GO:1905651~regulation of artery morphogenesis",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000117020","AKT3","GO_BP"
"247","GO:2000169~regulation of peptidyl-cysteine S-nitrosylation",1,"1/65","11/18669",0.0376488834154832,0.23754120648818,26.1104895104895,"ENSG00000198947","DMD","GO_BP"
