"","Terms","Counts","GeneRatio","BgRatio","pValue","FDR","foldEnrichment","geneID","geneSymbol","Category"
"104","GO:0055076~transition metal ion homeostasis",4,"4/90","142/18669",0.00494513835391205,0.105091922489559,5.84319248826291,"ENSG00000136997/ENSG00000118564/ENSG00000071967/ENSG00000115657","MYC/FBXL5/CYBRD1/ABCB6","GO_BP"
"105","GO:0060713~labyrinthine layer morphogenesis",2,"2/90","22/18669",0.00498628642630082,0.105091922489559,18.8575757575758,"ENSG00000066468/ENSG00000084676","FGFR2/NCOA1","GO_BP"
"106","GO:0002067~glandular epithelial cell differentiation",3,"3/90","73/18669",0.00528262664719551,0.106618227760605,8.52465753424658,"ENSG00000105974/ENSG00000066468/ENSG00000116455","CAV1/FGFR2/WDR77","GO_BP"
"107","GO:0060415~muscle tissue morphogenesis",3,"3/90","73/18669",0.00528262664719551,0.106618227760605,8.52465753424658,"ENSG00000065534/ENSG00000066468/ENSG00000173706","MYLK/FGFR2/HEG1","GO_BP"
"108","GO:0045936~negative regulation of phosphate metabolic process",7,"7/90","440/18669",0.00536744621788537,0.106618227760605,3.30007575757576,"ENSG00000105974/ENSG00000113448/ENSG00000162407/ENSG00000198947/ENSG00000101255/ENSG00000134982/ENSG00000173706","CAV1/PDE4D/PLPP3/DMD/TRIB3/APC/HEG1","GO_BP"
"109","GO:0010563~negative regulation of phosphorus metabolic process",7,"7/90","441/18669",0.00543304660156958,0.106618227760605,3.29259259259259,"ENSG00000105974/ENSG00000113448/ENSG00000162407/ENSG00000198947/ENSG00000101255/ENSG00000134982/ENSG00000173706","CAV1/PDE4D/PLPP3/DMD/TRIB3/APC/HEG1","GO_BP"
"110","GO:0002053~positive regulation of mesenchymal cell proliferation",2,"2/90","23/18669",0.00544413002121483,0.106618227760605,18.0376811594203,"ENSG00000066468/ENSG00000136997","FGFR2/MYC","GO_BP"
"111","GO:0035493~SNARE complex assembly",2,"2/90","23/18669",0.00544413002121483,0.106618227760605,18.0376811594203,"ENSG00000220205/ENSG00000106089","VAMP2/STX1A","GO_BP"
"112","GO:0046519~sphingoid metabolic process",2,"2/90","23/18669",0.00544413002121483,0.106618227760605,18.0376811594203,"ENSG00000162407/ENSG00000126821","PLPP3/SGPP1","GO_BP"
"113","GO:0046794~transport of virus",2,"2/90","23/18669",0.00544413002121483,0.106618227760605,18.0376811594203,"ENSG00000105974/ENSG00000105971","CAV1/CAV2","GO_BP"
"114","GO:0048732~gland development",7,"7/90","442/18669",0.00549924899099949,0.106752965062122,3.28514328808446,"ENSG00000065320/ENSG00000105974/ENSG00000113580/ENSG00000066468/ENSG00000105976/ENSG00000116455/ENSG00000164093","NTN1/CAV1/NR3C1/FGFR2/MET/WDR77/PITX2","GO_BP"
"115","GO:0017015~regulation of transforming growth factor beta receptor signaling pathway",4,"4/90","147/18669",0.00558528717276264,0.107480352289771,5.64444444444444,"ENSG00000215417/ENSG00000105974/ENSG00000169554/ENSG00000105971","MIR17HG/CAV1/ZEB2/CAV2","GO_BP"
"116","GO:0003281~ventricular septum development",3,"3/90","75/18669",0.00569577992537924,0.108661732541933,8.29733333333333,"ENSG00000215417/ENSG00000066468/ENSG00000173706","MIR17HG/FGFR2/HEG1","GO_BP"
"117","GO:1990778~protein localization to cell periphery",6,"6/90","337/18669",0.00578685188732193,0.109455583133704,3.69317507418398,"ENSG00000082397/ENSG00000105974/ENSG00000220205/ENSG00000129682/ENSG00000171552/ENSG00000166128","EPB41L3/CAV1/VAMP2/FGF13/BCL2L1/RAB8B","GO_BP"
"118","GO:0086003~cardiac muscle cell contraction",3,"3/90","76/18669",0.00590942165183594,0.110101876585793,8.18815789473684,"ENSG00000105974/ENSG00000113448/ENSG00000129682","CAV1/PDE4D/FGF13","GO_BP"
"119","GO:0007097~nuclear migration",2,"2/90","24/18669",0.00592052567271095,0.110101876585793,17.2861111111111,"ENSG00000065320/ENSG00000176619","NTN1/LMNB2","GO_BP"
"120","GO:1903844~regulation of cellular response to transforming growth factor beta stimulus",4,"4/90","150/18669",0.00599478970752126,0.110553913522871,5.53155555555556,"ENSG00000215417/ENSG00000105974/ENSG00000169554/ENSG00000105971","MIR17HG/CAV1/ZEB2/CAV2","GO_BP"
"121","GO:0007043~cell-cell junction assembly",4,"4/90","152/18669",0.00627862975604646,0.114831468182899,5.45877192982456,"ENSG00000082397/ENSG00000105974/ENSG00000134982/ENSG00000173706","EPB41L3/CAV1/APC/HEG1","GO_BP"
"122","GO:0046716~muscle cell cellular homeostasis",2,"2/90","25/18669",0.0064152879437838,0.115423026175557,16.5946666666667,"ENSG00000105974/ENSG00000198947","CAV1/DMD","GO_BP"
"123","GO:0086064~cell communication by electrical coupling involved in cardiac conduction",2,"2/90","25/18669",0.0064152879437838,0.115423026175557,16.5946666666667,"ENSG00000105974/ENSG00000113448","CAV1/PDE4D","GO_BP"
"124","GO:0062197~cellular response to chemical stress",6,"6/90","345/18669",0.00646866454007431,0.11544479538052,3.60753623188406,"ENSG00000234741/ENSG00000105974/ENSG00000065534/ENSG00000105976/ENSG00000133612/ENSG00000150907","GAS5/CAV1/MYLK/MET/AGAP3/FOXO1","GO_BP"
"125","GO:0048284~organelle fusion",4,"4/90","154/18669",0.00657127724262655,0.115549143405096,5.38787878787879,"ENSG00000220205/ENSG00000105971/ENSG00000166128/ENSG00000106089","VAMP2/CAV2/RAB8B/STX1A","GO_BP"
"126","GO:0086001~cardiac muscle cell action potential",3,"3/90","79/18669",0.00657893902803529,0.115549143405096,7.87721518987342,"ENSG00000105974/ENSG00000198947/ENSG00000129682","CAV1/DMD/FGF13","GO_BP"
"127","GO:0003151~outflow tract morphogenesis",3,"3/90","80/18669",0.00681173018831959,0.117039534413689,7.77875,"ENSG00000215417/ENSG00000066468/ENSG00000164093","MIR17HG/FGFR2/PITX2","GO_BP"
"128","GO:0048644~muscle organ morphogenesis",3,"3/90","80/18669",0.00681173018831959,0.117039534413689,7.77875,"ENSG00000065534/ENSG00000066468/ENSG00000173706","MYLK/FGFR2/HEG1","GO_BP"
"129","GO:0031579~membrane raft organization",2,"2/90","26/18669",0.00692823271947279,0.117039534413689,15.9564102564103,"ENSG00000105974/ENSG00000105971","CAV1/CAV2","GO_BP"
"130","GO:0060314~regulation of ryanodine-sensitive calcium-release channel activity",2,"2/90","26/18669",0.00692823271947279,0.117039534413689,15.9564102564103,"ENSG00000113448/ENSG00000198947","PDE4D/DMD","GO_BP"
"131","GO:0060669~embryonic placenta morphogenesis",2,"2/90","26/18669",0.00692823271947279,0.117039534413689,15.9564102564103,"ENSG00000066468/ENSG00000084676","FGFR2/NCOA1","GO_BP"
"132","GO:0014855~striated muscle cell proliferation",3,"3/90","81/18669",0.0070493729104467,0.118183804930443,7.68271604938272,"ENSG00000215417/ENSG00000066468/ENSG00000105971","MIR17HG/FGFR2/CAV2","GO_BP"
"133","GO:0006936~muscle contraction",6,"6/90","353/18669",0.00720728205647919,0.119027725305884,3.5257790368272,"ENSG00000105974/ENSG00000113448/ENSG00000065534/ENSG00000198947/ENSG00000129682/ENSG00000152413","CAV1/PDE4D/MYLK/DMD/FGF13/HOMER1","GO_BP"
"134","GO:0031346~positive regulation of cell projection organization",6,"6/90","353/18669",0.00720728205647919,0.119027725305884,3.5257790368272,"ENSG00000065320/ENSG00000111913/ENSG00000134982/ENSG00000198910/ENSG00000163171/ENSG00000166128","NTN1/RIPOR2/APC/L1CAM/CDC42EP3/RAB8B","GO_BP"
"135","GO:0007026~negative regulation of microtubule depolymerization",2,"2/90","27/18669",0.00745917719865669,0.121376170151671,15.3654320987654,"ENSG00000129682/ENSG00000134982","FGF13/APC","GO_BP"
"136","GO:0036296~response to increased oxygen levels",2,"2/90","27/18669",0.00745917719865669,0.121376170151671,15.3654320987654,"ENSG00000105974/ENSG00000150907","CAV1/FOXO1","GO_BP"
"137","GO:0042176~regulation of protein catabolic process",6,"6/90","360/18669",0.00790220680778276,0.12764659609944,3.45722222222222,"ENSG00000105974/ENSG00000101255/ENSG00000118564/ENSG00000134982/ENSG00000116857/ENSG00000150907","CAV1/TRIB3/FBXL5/APC/TMEM9/FOXO1","GO_BP"
"138","GO:0051647~nucleus localization",2,"2/90","28/18669",0.00800793988589521,0.128417180923812,14.8166666666667,"ENSG00000065320/ENSG00000176619","NTN1/LMNB2","GO_BP"
"139","GO:0032092~positive regulation of protein binding",3,"3/90","86/18669",0.00831118576950918,0.131376100770884,7.23604651162791,"ENSG00000105974/ENSG00000101255/ENSG00000106003","CAV1/TRIB3/LFNG","GO_BP"
"140","GO:0140056~organelle localization by membrane tethering",3,"3/90","86/18669",0.00831118576950918,0.131376100770884,7.23604651162791,"ENSG00000105971/ENSG00000166128/ENSG00000106089","CAV2/RAB8B/STX1A","GO_BP"
"141","GO:0043949~regulation of cAMP-mediated signaling",2,"2/90","29/18669",0.0085743405833173,0.132894194800203,14.3057471264368,"ENSG00000198121/ENSG00000113448","LPAR1/PDE4D","GO_BP"
"142","GO:0031110~regulation of microtubule polymerization or depolymerization",3,"3/90","87/18669",0.00857842388762125,0.132894194800203,7.15287356321839,"ENSG00000105976/ENSG00000129682/ENSG00000134982","MET/FGF13/APC","GO_BP"
"143","GO:0050673~epithelial cell proliferation",7,"7/90","481/18669",0.00858737905848577,0.132894194800203,3.01878031878032,"ENSG00000105974/ENSG00000066468/ENSG00000136997/ENSG00000116455/ENSG00000171552/ENSG00000117020/ENSG00000105971","CAV1/FGFR2/MYC/WDR77/BCL2L1/AKT3/CAV2","GO_BP"
"144","GO:0048639~positive regulation of developmental growth",4,"4/90","169/18669",0.0090582095423189,0.137871411201336,4.90966469428008,"ENSG00000215417/ENSG00000065320/ENSG00000066468/ENSG00000198910","MIR17HG/NTN1/FGFR2/L1CAM","GO_BP"
"145","GO:0010464~regulation of mesenchymal cell proliferation",2,"2/90","30/18669",0.00915820038255598,0.137871411201336,13.8288888888889,"ENSG00000066468/ENSG00000136997","FGFR2/MYC","GO_BP"
"146","GO:0060045~positive regulation of cardiac muscle cell proliferation",2,"2/90","30/18669",0.00915820038255598,0.137871411201336,13.8288888888889,"ENSG00000215417/ENSG00000066468","MIR17HG/FGFR2","GO_BP"
"147","GO:2000463~positive regulation of excitatory postsynaptic potential",2,"2/90","30/18669",0.00915820038255598,0.137871411201336,13.8288888888889,"ENSG00000105464/ENSG00000106089","GRIN2D/STX1A","GO_BP"
"148","GO:0051924~regulation of calcium ion transport",5,"5/90","269/18669",0.00973459077027949,0.142088309778569,3.85563816604709,"ENSG00000105974/ENSG00000113448/ENSG00000065534/ENSG00000198947/ENSG00000152413","CAV1/PDE4D/MYLK/DMD/HOMER1","GO_BP"
"149","GO:0010880~regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",2,"2/90","31/18669",0.00975934165672954,0.142088309778569,13.3827956989247,"ENSG00000113448/ENSG00000198947","PDE4D/DMD","GO_BP"
"150","GO:0031114~regulation of microtubule depolymerization",2,"2/90","31/18669",0.00975934165672954,0.142088309778569,13.3827956989247,"ENSG00000129682/ENSG00000134982","FGF13/APC","GO_BP"
"151","GO:0034311~diol metabolic process",2,"2/90","31/18669",0.00975934165672954,0.142088309778569,13.3827956989247,"ENSG00000162407/ENSG00000126821","PLPP3/SGPP1","GO_BP"
"152","GO:0098901~regulation of cardiac muscle cell action potential",2,"2/90","31/18669",0.00975934165672954,0.142088309778569,13.3827956989247,"ENSG00000105974/ENSG00000129682","CAV1/FGF13","GO_BP"
"153","GO:0045814~negative regulation of gene expression, epigenetic",3,"3/90","92/18669",0.00999010709680645,0.142868748096402,6.76413043478261,"ENSG00000269821/ENSG00000135632/ENSG00000176619","KCNQ1OT1/SMYD5/LMNB2","GO_BP"
"154","GO:0006937~regulation of muscle contraction",4,"4/90","174/18669",0.0100066226637787,0.142868748096402,4.76858237547893,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000129682","CAV1/PDE4D/DMD/FGF13","GO_BP"
"155","GO:0030178~negative regulation of Wnt signaling pathway",4,"4/90","174/18669",0.0100066226637787,0.142868748096402,4.76858237547893,"ENSG00000105974/ENSG00000134982/ENSG00000106829/ENSG00000150907","CAV1/APC/TLE4/FOXO1","GO_BP"
"156","GO:0071453~cellular response to oxygen levels",4,"4/90","175/18669",0.0102037375711502,0.143891444321295,4.74133333333333,"ENSG00000198121/ENSG00000105974/ENSG00000136997/ENSG00000150907","LPAR1/CAV1/MYC/FOXO1","GO_BP"
"157","GO:0055017~cardiac muscle tissue growth",3,"3/90","93/18669",0.0102876707470063,0.143891444321295,6.69139784946236,"ENSG00000215417/ENSG00000066468/ENSG00000173706","MIR17HG/FGFR2/HEG1","GO_BP"
"158","GO:0010644~cell communication by electrical coupling",2,"2/90","32/18669",0.0103775880524686,0.143891444321295,12.9645833333333,"ENSG00000105974/ENSG00000113448","CAV1/PDE4D","GO_BP"
"159","GO:0051443~positive regulation of ubiquitin-protein transferase activity",2,"2/90","32/18669",0.0103775880524686,0.143891444321295,12.9645833333333,"ENSG00000101255/ENSG00000137692","TRIB3/DCUN1D5","GO_BP"
"160","GO:0050680~negative regulation of epithelial cell proliferation",4,"4/90","176/18669",0.0104033579265284,0.143891444321295,4.71439393939394,"ENSG00000105974/ENSG00000066468/ENSG00000116455/ENSG00000105971","CAV1/FGFR2/WDR77/CAV2","GO_BP"
"161","GO:0061025~membrane fusion",4,"4/90","178/18669",0.0108101619076185,0.148589368332669,4.66142322097378,"ENSG00000220205/ENSG00000105971/ENSG00000166128/ENSG00000106089","VAMP2/CAV2/RAB8B/STX1A","GO_BP"
"162","GO:0022406~membrane docking",3,"3/90","95/18669",0.0108981607552389,0.148667298190906,6.55052631578947,"ENSG00000105971/ENSG00000166128/ENSG00000106089","CAV2/RAB8B/STX1A","GO_BP"
"163","GO:0048147~negative regulation of fibroblast proliferation",2,"2/90","33/18669",0.0110127644819888,0.148667298190906,12.5717171717172,"ENSG00000105974/ENSG00000136997","CAV1/MYC","GO_BP"
"164","GO:0090276~regulation of peptide hormone secretion",4,"4/90","179/18669",0.011017368686538,0.148667298190906,4.63538175046555,"ENSG00000163032/ENSG00000166128/ENSG00000150907/ENSG00000106089","VSNL1/RAB8B/FOXO1/STX1A","GO_BP"
"165","GO:0043547~positive regulation of GTPase activity",5,"5/90","281/18669",0.0115980997120496,0.153654611404515,3.69098457888493,"ENSG00000109436/ENSG00000105971/ENSG00000133612/ENSG00000142632/ENSG00000111490","TBC1D9/CAV2/AGAP3/ARHGEF19/TBC1D30","GO_BP"
"166","GO:0002791~regulation of peptide secretion",4,"4/90","182/18669",0.011654344480071,0.153654611404515,4.55897435897436,"ENSG00000163032/ENSG00000166128/ENSG00000150907/ENSG00000106089","VSNL1/RAB8B/FOXO1/STX1A","GO_BP"
"167","GO:0097553~calcium ion transmembrane import into cytosol",4,"4/90","182/18669",0.011654344480071,0.153654611404515,4.55897435897436,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000105464","CAV1/PDE4D/DMD/GRIN2D","GO_BP"
"168","GO:0007035~vacuolar acidification",2,"2/90","34/18669",0.0116646971152095,0.153654611404515,12.2019607843137,"ENSG00000172869/ENSG00000116857","DMXL1/TMEM9","GO_BP"
"169","GO:0008361~regulation of cell size",4,"4/90","184/18669",0.0120919023054636,0.155962292526016,4.50942028985507,"ENSG00000065320/ENSG00000129682/ENSG00000117020/ENSG00000198910","NTN1/FGF13/AKT3/L1CAM","GO_BP"
"170","GO:0090087~regulation of peptide transport",4,"4/90","184/18669",0.0120919023054636,0.155962292526016,4.50942028985507,"ENSG00000163032/ENSG00000166128/ENSG00000150907/ENSG00000106089","VSNL1/RAB8B/FOXO1/STX1A","GO_BP"
"171","GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway",3,"3/90","99/18669",0.0121810160611918,0.155962292526016,6.28585858585859,"ENSG00000215417/ENSG00000105974/ENSG00000105971","MIR17HG/CAV1/CAV2","GO_BP"
"172","GO:0006874~cellular calcium ion homeostasis",5,"5/90","285/18669",0.0122698080043329,0.155962292526016,3.63918128654971,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000105971/ENSG00000125247","CAV1/PDE4D/DMD/CAV2/TMTC4","GO_BP"
"173","GO:0072659~protein localization to plasma membrane",5,"5/90","285/18669",0.0122698080043329,0.155962292526016,3.63918128654971,"ENSG00000082397/ENSG00000220205/ENSG00000129682/ENSG00000171552/ENSG00000166128","EPB41L3/VAMP2/FGF13/BCL2L1/RAB8B","GO_BP"
"174","GO:0014808~release of sequestered calcium ion into cytosol by sarcoplasmic reticulum",2,"2/90","35/18669",0.0123332133719172,0.155962292526016,11.8533333333333,"ENSG00000113448/ENSG00000198947","PDE4D/DMD","GO_BP"
"175","GO:0046676~negative regulation of insulin secretion",2,"2/90","35/18669",0.0123332133719172,0.155962292526016,11.8533333333333,"ENSG00000163032/ENSG00000150907","VSNL1/FOXO1","GO_BP"
"176","GO:0043270~positive regulation of ion transport",5,"5/90","289/18669",0.0129675325220597,0.161849146379918,3.58881199538639,"ENSG00000105974/ENSG00000065534/ENSG00000198947/ENSG00000106089/ENSG00000152413","CAV1/MYLK/DMD/STX1A/HOMER1","GO_BP"
"177","GO:0071711~basement membrane organization",2,"2/90","36/18669",0.0130181419139744,0.161849146379918,11.5240740740741,"ENSG00000105974/ENSG00000105971","CAV1/CAV2","GO_BP"
"178","GO:1903514~release of sequestered calcium ion into cytosol by endoplasmic reticulum",2,"2/90","36/18669",0.0130181419139744,0.161849146379918,11.5240740740741,"ENSG00000113448/ENSG00000198947","PDE4D/DMD","GO_BP"
"179","GO:0060419~heart growth",3,"3/90","102/18669",0.0131977301840011,0.163165234062539,6.10098039215686,"ENSG00000215417/ENSG00000066468/ENSG00000173706","MIR17HG/FGFR2/HEG1","GO_BP"
"180","GO:0048144~fibroblast proliferation",3,"3/90","103/18669",0.013547095230117,0.166554009690272,6.04174757281553,"ENSG00000105974/ENSG00000136997/ENSG00000123975","CAV1/MYC/CKS2","GO_BP"
"181","GO:0055001~muscle cell development",4,"4/90","191/18669",0.0137060186711106,0.166817795972243,4.34415357766143,"ENSG00000198947/ENSG00000111913/ENSG00000105971/ENSG00000152413","DMD/RIPOR2/CAV2/HOMER1","GO_BP"
"182","GO:0055023~positive regulation of cardiac muscle tissue growth",2,"2/90","37/18669",0.0137193126375727,0.166817795972243,11.2126126126126,"ENSG00000215417/ENSG00000066468","MIR17HG/FGFR2","GO_BP"
"183","GO:0031345~negative regulation of cell projection organization",4,"4/90","193/18669",0.0141911514551177,0.171416710906737,4.29913644214162,"ENSG00000198121/ENSG00000065320/ENSG00000129682/ENSG00000111490","LPAR1/NTN1/FGF13/TBC1D30","GO_BP"
"184","GO:0042886~amide transport",5,"5/90","296/18669",0.0142524513361227,0.171416710906737,3.50394144144144,"ENSG00000126821/ENSG00000163032/ENSG00000166128/ENSG00000150907/ENSG00000106089","SGPP1/VSNL1/RAB8B/FOXO1/STX1A","GO_BP"
"185","GO:0045773~positive regulation of axon extension",2,"2/90","38/18669",0.0144365566655309,0.172692431896323,10.9175438596491,"ENSG00000065320/ENSG00000198910","NTN1/L1CAM","GO_BP"
"186","GO:0097193~intrinsic apoptotic signaling pathway",5,"5/90","298/18669",0.0146347656329867,0.174122238418277,3.48042505592841,"ENSG00000105974/ENSG00000136997/ENSG00000101255/ENSG00000126821/ENSG00000171552","CAV1/MYC/TRIB3/SGPP1/BCL2L1","GO_BP"
"187","GO:0050678~regulation of epithelial cell proliferation",6,"6/90","414/18669",0.0149755340541448,0.176535494494092,3.00628019323671,"ENSG00000105974/ENSG00000066468/ENSG00000136997/ENSG00000116455/ENSG00000117020/ENSG00000105971","CAV1/FGFR2/MYC/WDR77/AKT3/CAV2","GO_BP"
"188","GO:0002027~regulation of heart rate",3,"3/90","107/18669",0.0149971409692225,0.176535494494092,5.81588785046729,"ENSG00000105974/ENSG00000113448/ENSG00000198947","CAV1/PDE4D/DMD","GO_BP"
"189","GO:0003279~cardiac septum development",3,"3/90","108/18669",0.0153728460294324,0.179053201384915,5.76203703703704,"ENSG00000215417/ENSG00000066468/ENSG00000173706","MIR17HG/FGFR2/HEG1","GO_BP"
"190","GO:0061387~regulation of extent of cell growth",3,"3/90","108/18669",0.0153728460294324,0.179053201384915,5.76203703703704,"ENSG00000065320/ENSG00000129682/ENSG00000198910","NTN1/FGF13/L1CAM","GO_BP"
"191","GO:0046545~development of primary female sexual characteristics",3,"3/90","109/18669",0.015753845614935,0.182527726458286,5.7091743119266,"ENSG00000145685/ENSG00000171552/ENSG00000106003","LHFPL2/BCL2L1/LFNG","GO_BP"
"192","GO:0031111~negative regulation of microtubule polymerization or depolymerization",2,"2/90","40/18669",0.0159185952130363,0.182527726458286,10.3716666666667,"ENSG00000129682/ENSG00000134982","FGF13/APC","GO_BP"
"193","GO:0090278~negative regulation of peptide hormone secretion",2,"2/90","40/18669",0.0159185952130363,0.182527726458286,10.3716666666667,"ENSG00000163032/ENSG00000150907","VSNL1/FOXO1","GO_BP"
"194","GO:0044403~biological process involved in symbiotic interaction",5,"5/90","306/18669",0.0162329985785517,0.184748819600937,3.38943355119826,"ENSG00000105974/ENSG00000188706/ENSG00000105281/ENSG00000171552/ENSG00000105971","CAV1/ZDHHC9/SLC1A5/BCL2L1/CAV2","GO_BP"
"195","GO:0051701~biological process involved in interaction with host",4,"4/90","202/18669",0.0165088666481024,0.184748819600937,4.10759075907591,"ENSG00000105974/ENSG00000105281/ENSG00000171552/ENSG00000105971","CAV1/SLC1A5/BCL2L1/CAV2","GO_BP"
"196","GO:0120034~positive regulation of plasma membrane bounded cell projection assembly",3,"3/90","111/18669",0.016531758440259,0.184748819600937,5.60630630630631,"ENSG00000111913/ENSG00000134982/ENSG00000163171","RIPOR2/APC/CDC42EP3","GO_BP"
"197","GO:0048608~reproductive structure development",5,"5/90","308/18669",0.0166500476528047,0.184748819600937,3.36742424242424,"ENSG00000066468/ENSG00000116455/ENSG00000171552/ENSG00000106003/ENSG00000013619","FGFR2/WDR77/BCL2L1/LFNG/MAMLD1","GO_BP"
"198","GO:0002792~negative regulation of peptide secretion",2,"2/90","41/18669",0.0166830580426575,0.184748819600937,10.1186991869919,"ENSG00000163032/ENSG00000150907","VSNL1/FOXO1","GO_BP"
"199","GO:0060421~positive regulation of heart growth",2,"2/90","41/18669",0.0166830580426575,0.184748819600937,10.1186991869919,"ENSG00000215417/ENSG00000066468","MIR17HG/FGFR2","GO_BP"
"200","GO:0001763~morphogenesis of a branching structure",4,"4/90","203/18669",0.0167801684318971,0.184748819600937,4.08735632183908,"ENSG00000066468/ENSG00000136997/ENSG00000105976/ENSG00000129682","FGFR2/MYC/MET/FGF13","GO_BP"
"201","GO:1903828~negative regulation of protein localization",4,"4/90","203/18669",0.0167801684318971,0.184748819600937,4.08735632183908,"ENSG00000111913/ENSG00000171552/ENSG00000163032/ENSG00000150907","RIPOR2/BCL2L1/VSNL1/FOXO1","GO_BP"
"202","GO:0031032~actomyosin structure organization",4,"4/90","204/18669",0.017054257281022,0.186133897526074,4.06732026143791,"ENSG00000198121/ENSG00000082397/ENSG00000105976/ENSG00000139926","LPAR1/EPB41L3/MET/FRMD6","GO_BP"
"203","GO:0055074~calcium ion homeostasis",5,"5/90","310/18669",0.0170741894251211,0.186133897526074,3.34569892473118,"ENSG00000105974/ENSG00000113448/ENSG00000198947/ENSG00000105971/ENSG00000125247","CAV1/PDE4D/DMD/CAV2/TMTC4","GO_BP"
"204","GO:0009187~cyclic nucleotide metabolic process",2,"2/90","42/18669",0.0174629307816906,0.187060490352131,9.87777777777778,"ENSG00000113448/ENSG00000116337","PDE4D/AMPD2","GO_BP"
"205","GO:0010463~mesenchymal cell proliferation",2,"2/90","42/18669",0.0174629307816906,0.187060490352131,9.87777777777778,"ENSG00000066468/ENSG00000136997","FGFR2/MYC","GO_BP"
"206","GO:0070296~sarcoplasmic reticulum calcium ion transport",2,"2/90","42/18669",0.0174629307816906,0.187060490352131,9.87777777777778,"ENSG00000113448/ENSG00000198947","PDE4D/DMD","GO_BP"
"207","GO:0061458~reproductive system development",5,"5/90","312/18669",0.0175054708578287,0.187060490352131,3.32425213675214,"ENSG00000066468/ENSG00000116455/ENSG00000171552/ENSG00000106003/ENSG00000013619","FGFR2/WDR77/BCL2L1/LFNG/MAMLD1","GO_BP"
"208","GO:2000241~regulation of reproductive process",4,"4/90","206/18669",0.0176108288546429,0.187060490352131,4.02783171521036,"ENSG00000116455/ENSG00000145685/ENSG00000171552/ENSG00000106003","WDR77/LHFPL2/BCL2L1/LFNG","GO_BP"
"209","GO:0043473~pigmentation",3,"3/90","114/18669",0.0177385115916912,0.187060490352131,5.45877192982456,"ENSG00000169554/ENSG00000143669/ENSG00000115657","ZEB2/LYST/ABCB6","GO_BP"
"210","GO:0042391~regulation of membrane potential",6,"6/90","432/18669",0.0180872973640473,0.187060490352131,2.88101851851852,"ENSG00000105974/ENSG00000198947/ENSG00000105464/ENSG00000129682/ENSG00000171552/ENSG00000106089","CAV1/DMD/GRIN2D/FGF13/BCL2L1/STX1A","GO_BP"
"211","GO:0046916~cellular transition metal ion homeostasis",3,"3/90","115/18669",0.0181514215543291,0.187060490352131,5.41130434782609,"ENSG00000136997/ENSG00000071967/ENSG00000115657","MYC/CYBRD1/ABCB6","GO_BP"
"212","GO:0048640~negative regulation of developmental growth",3,"3/90","115/18669",0.0181514215543291,0.187060490352131,5.41130434782609,"ENSG00000215417/ENSG00000065320/ENSG00000129682","MIR17HG/NTN1/FGF13","GO_BP"
"213","GO:0045216~cell-cell junction organization",4,"4/90","208/18669",0.0181786454398473,0.187060490352131,3.98910256410256,"ENSG00000082397/ENSG00000105974/ENSG00000134982/ENSG00000173706","EPB41L3/CAV1/APC/HEG1","GO_BP"
"214","GO:0021879~forebrain neuron differentiation",2,"2/90","43/18669",0.0182580505721013,0.187060490352131,9.64806201550388,"ENSG00000066468/ENSG00000130449","FGFR2/ZSWIM6","GO_BP"
"215","GO:0060412~ventricular septum morphogenesis",2,"2/90","43/18669",0.0182580505721013,0.187060490352131,9.64806201550388,"ENSG00000215417/ENSG00000066468","MIR17HG/FGFR2","GO_BP"
"216","GO:0097009~energy homeostasis",2,"2/90","43/18669",0.0182580505721013,0.187060490352131,9.64806201550388,"ENSG00000116337/ENSG00000150907","AMPD2/FOXO1","GO_BP"
"217","GO:0002065~columnar/cuboidal epithelial cell differentiation",3,"3/90","116/18669",0.0185696692485524,0.189376396530168,5.36465517241379,"ENSG00000105974/ENSG00000066468/ENSG00000116455","CAV1/FGFR2/WDR77","GO_BP"
"218","GO:0003009~skeletal muscle contraction",2,"2/90","44/18669",0.0190682557371922,0.192685159572632,9.42878787878788,"ENSG00000198947/ENSG00000152413","DMD/HOMER1","GO_BP"
"219","GO:0098815~modulation of excitatory postsynaptic potential",2,"2/90","44/18669",0.0190682557371922,0.192685159572632,9.42878787878788,"ENSG00000105464/ENSG00000106089","GRIN2D/STX1A","GO_BP"
"220","GO:0031398~positive regulation of protein ubiquitination",3,"3/90","118/18669",0.0194221944241055,0.19498004383739,5.27372881355932,"ENSG00000105974/ENSG00000101255/ENSG00000137692","CAV1/TRIB3/DCUN1D5","GO_BP"
"221","GO:0006816~calcium ion transport",6,"6/90","440/18669",0.0196035104343062,0.19498004383739,2.82863636363636,"ENSG00000105974/ENSG00000113448/ENSG00000065534/ENSG00000198947/ENSG00000105464/ENSG00000152413","CAV1/PDE4D/MYLK/DMD/GRIN2D/HOMER1","GO_BP"
"222","GO:0002064~epithelial cell development",4,"4/90","213/18669",0.0196477857097777,0.19498004383739,3.89546165884194,"ENSG00000113448/ENSG00000105976/ENSG00000139926/ENSG00000173706","PDE4D/MET/FRMD6/HEG1","GO_BP"
